# Playlist Version: v20260905031111
# Generated At: 2026-09-05 03:11:11

央视频道,#genre
福建文旅体育频道,https://live.264788.xyz/channel/fujianlvyou?streamid=8f26765ebf367079cef58c6b7752da1e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建少儿频道,rtsp://27.148.240.189/PLTV/88888888/224/3221225686/10000100000000060000000000417450_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7ENqNay4MrqVtJRzAOs2Lwsw%7EV41H-c8kzSO9hrCbXBXUUo9sZcQEmEsAiOer0fPM7av5QYcqUFBRkMHr3-3BxIH9821eJ1FTOqQOtk0WKiRipTdk7GnBJpVBCJBj1kh34Gc%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210507121606%2C10500000308987%2C117.29.252.239%2C20210507121606%2CUmai%3ACHAN%2F12354514%40BESTV.STA.SMG%2C1000100036445520210507121606%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
福建少儿频道,rtsp://27.148.240.138/PLTV/88888888/224/3221225686/10000100000000060000000000417450_0.smil?zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7ENqNay4MrqVtJRzAOs2Lwsw%7ERH_bzdopoyPxlRU4atqrACUj7Kb_s8IKRSC5hfWjBp2C0uPjYkVP86x1wrwHEXJubPWheWUZdAXNCtpsgGp_qx6-jqXXjPXiFE6TsQt7xeo%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20191104122119%2C830459%2C27.158.100.159%2C20191104122119%2CUmai%3ACHAN%2F12354514%40BESTV.STA.SMG%2C83045920191104122118%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2OwQ6CMAyG32bHRXACHnbCmJiYeQC9mjrqJBQ2NzDx7YXJre33f-k_etB4OshhImIB38rKlGkgagejbLOgW1Xe05wnouCpEFywenGOBEZuYlRN_QP9usxehf7TapRNeHJH8J088eDaOF89rZhhvf5OdnlaiCzPiny_ZeNyrSF0M2EvCKXtHXhsztZEQT6BAjIHugODCnr8l4_exTdzkx8Wvi801QAAAA.
福建新闻频道,rtsp://27.148.240.189/PLTV/88888888/224/3221225681/10000100000000060000000000417445_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7Ep4tgHVBqXgaa2nIyve8a9g%7EV41H-c8kzSO9hrCbXBXUUo9sZcQEmEsAiOer0fPM7av5QYcqUFBRkMHr3-3BxIH9821eJ1FTOqQOtk0WKiRipTdk7GnBJpVBCJBj1kh34Gc%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210507121606%2C10500000308987%2C117.29.252.239%2C20210507121606%2CUmai%3ACHAN%2F1408830%40BESTV.STA.SMG%2C1000100036445520210507121606%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
福建新闻频道,rtsp://27.148.240.138/PLTV/88888888/224/3221225681/10000100000000060000000000417445_0.smil?zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ep4tgHVBqXgaa2nIyve8a9g%7ERH_bzdopoyPxlRU4atqrACUj7Kb_s8IKRSC5hfWjBp2C0uPjYkVP86x1wrwHEXJubPWheWUZdAXNCtpsgGp_qx6-jqXXjPXiFE6TsQt7xeo%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20191104122119%2C830459%2C27.158.100.159%2C20191104122119%2CUmai%3ACHAN%2F1408830%40BESTV.STA.SMG%2C83045920191104122118%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2OwQ6CMAyG32bHRXACHnbCmJiYeQC9mjrqJBQ2NzDx7YXJre33f-k_etB4OshhImIB38rKlGkgagejbLOgW1Xe05wnouCpEFywenGOBEZuYlRN_QP9usxehf7TapRNeHJH8J088eDaOF89rZhhvf5OdnlaiCzPiny_ZeNyrSF0M2EvCKXtHXhsztZEQT6BAjIHugODCnr8l4_exTdzkx8Wvi801QAAAA.
福建教育频道,rtsp://27.148.240.189/PLTV/88888888/224/3221226227/10000100000000060000000000945282_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EjTXVNxs9BOe-uBbV577nkw%7EV41H-c8kzSO9hrCbXBXUUo9sZcQEmEsAiOer0fPM7av5QYcqUFBRkMHr3-3BxIH9821eJ1FTOqQOtk0WKiRipTdk7GnBJpVBCJBj1kh34Gc%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210507121606%2C10500000308987%2C117.29.252.239%2C20210507121606%2C10000100000000050000000000958910%2C1000100036445520210507121606%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
厦门综合频道,rtsp://27.148.240.189/PLTV/88888888/224/3221226288/10000100000000060000000001158541_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EXPp59SfTMKZZKqhxHm6KIw%7EZ9Au0jY7Pmld3bqXAQyRpUvf_IaRWzeFU6w3cyAXVc_5QYcqUFBRkMHr3-3BxIH9p-r43-wIQL4cIsKB-VRogXn8puBcfj7DijJSF-r-neU%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210607220850%2C10500000308987%2C120.43.104.205%2C20210607220850%2CUmai%3ACHAN%2F3745034%40BESTV.STA.SMG%2C1000100036445520210607220850%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
福州新闻综合频道,rtsp://27.148.240.189/PLTV/88888888/224/3221226287/10000100000000060000000001158540_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EEARIbhTQAMei3WliX8Xuvg%7EV41H-c8kzSO9hrCbXBXUUo9sZcQEmEsAiOer0fPM7av5QYcqUFBRkMHr3-3BxIH9821eJ1FTOqQOtk0WKiRipTdk7GnBJpVBCJBj1kh34Gc%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210507121606%2C10500000308987%2C117.29.252.239%2C20210507121606%2CUmai%3ACHAN%2F3745035%40BESTV.STA.SMG%2C1000100036445520210507121606%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
福州生活频道,http://live.zohi.tv:80/video/s10001-fztv-3/index.m3u8
福州生活频道,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
南平新闻综合频道,rtsp://27.148.240.189/PLTV/88888888/224/3221226281/10000100000000060000000001158526_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EXGZnTiftrADvyuX9dBzesg%7EV41H-c8kzSO9hrCbXBXUUo9sZcQEmEsAiOer0fPM7av5QYcqUFBRkMHr3-3BxIH9821eJ1FTOqQOtk0WKiRipTdk7GnBJpVBCJBj1kh34Gc%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210507121606%2C10500000308987%2C117.29.252.239%2C20210507121606%2CUmai%3ACHAN%2F3745020%40BESTV.STA.SMG%2C1000100036445520210507121606%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
龙岩新闻综合频道,rtsp://27.148.240.185/PLTV/88888888/224/3221226284/10000100000000060000000001158537_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EraRCYJ_wBt2awxoLjZ8q5Q%7Eu8K4JFG5Muye1JobvDOKD2_SlRiggcrbZAYtQDVhRA7A5W1F9N_PtmLmgeeDKUAXB6ahmTPDFplwA4el2dEl-O3ZOjtUWLmw1C_8zBHpI9k%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20230123125531%2C10500000645758%2C110.88.24.204%2C20230123125531%2CUmai%3ACHAN%2F3745032%40BESTV.STA.SMG%2C1000100070131520230123125531%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2OwQ6CMAyG32bHRZYJeNgJY2Ji8AB6NXUrSChsbmDi2wuTW9vv_9J_8qDxfFTjTMQCvkurBNNA1I1tac2K7lXxEBlPZM6FlHzP6tU5EbRqF6PlPDzRb8viVeg_nUZlQsMdwXf2xIPr4nzztGGG9fY7STMpUymSNMkPbFqvNYR-IewFobCDA4_mYtsoqAYoIHOge2ixhAH_5aN39WZp8gOe0tSm1QAAAA
龙岩新闻综合频道,rtsp://27.148.240.189/PLTV/88888888/224/3221226284/10000100000000060000000001158537_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EraRCYJ_wBt2awxoLjZ8q5Q%7EV41H-c8kzSO9hrCbXBXUUo9sZcQEmEsAiOer0fPM7av5QYcqUFBRkMHr3-3BxIH9821eJ1FTOqQOtk0WKiRipTdk7GnBJpVBCJBj1kh34Gc%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210507121606%2C10500000308987%2C117.29.252.239%2C20210507121606%2CUmai%3ACHAN%2F3745032%40BESTV.STA.SMG%2C1000100036445520210507121606%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
三明新闻综合频道,rtsp://27.148.240.185/PLTV/88888888/224/3221226282/10000100000000060000000001158528_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E3-MvJKUJ-qKjIlNwZw8BKg%7Eu8K4JFG5Muye1JobvDOKD2_SlRiggcrbZAYtQDVhRA7A5W1F9N_PtmLmgeeDKUAXB6ahmTPDFplwA4el2dEl-O3ZOjtUWLmw1C_8zBHpI9k%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20230123125531%2C10500000645758%2C110.88.24.204%2C20230123125531%2CUmai%3ACHAN%2F3745022%40BESTV.STA.SMG%2C1000100070131520230123125531%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2OwQ6CMAyG32bHRZYJeNgJY2Ji8AB6NXUrSChsbmDi2wuTW9vv_9J_8qDxfFTjTMQCvkurBNNA1I1tac2K7lXxEBlPZM6FlHzP6tU5EbRqF6PlPDzRb8viVeg_nUZlQsMdwXf2xIPr4nzztGGG9fY7STMpUymSNMkPbFqvNYR-IewFobCDA4_mYtsoqAYoIHOge2ixhAH_5aN39WZp8gOe0tSm1QAAAA
三明新闻综合频道,rtsp://27.148.240.189/PLTV/88888888/224/3221226282/10000100000000060000000001158528_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7E3-MvJKUJ-qKjIlNwZw8BKg%7EV41H-c8kzSO9hrCbXBXUUo9sZcQEmEsAiOer0fPM7av5QYcqUFBRkMHr3-3BxIH9821eJ1FTOqQOtk0WKiRipTdk7GnBJpVBCJBj1kh34Gc%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210507121606%2C10500000308987%2C117.29.252.239%2C20210507121606%2CUmai%3ACHAN%2F3745022%40BESTV.STA.SMG%2C1000100036445520210507121606%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
三明新闻综合频道,http://ls.qingting.fm/live/4885.m3u8
三明新闻综合频道,https://ls.qingting.fm/live/5022100/64k.m3u8
莆田新闻综合频道,rtsp://27.148.240.189/PLTV/88888888/224/3221226283/10000100000000060000000001158529_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EcPGKUwpyP19nnDnm7mxcVg%7EV41H-c8kzSO9hrCbXBXUUo9sZcQEmEsAiOer0fPM7av5QYcqUFBRkMHr3-3BxIH9821eJ1FTOqQOtk0WKiRipTdk7GnBJpVBCJBj1kh34Gc%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210507121606%2C10500000308987%2C117.29.252.239%2C20210507121606%2CUmai%3ACHAN%2F3745024%40BESTV.STA.SMG%2C1000100036445520210507121606%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
宁德新闻综合频道,rtsp://27.148.240.185/PLTV/88888888/224/3221226285/10000100000000060000000001158538_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7E7E4-pxJ1Z2R5Jy-AmJKfng%7Eu8K4JFG5Muye1JobvDOKD2_SlRiggcrbZAYtQDVhRA7A5W1F9N_PtmLmgeeDKUAXB6ahmTPDFplwA4el2dEl-O3ZOjtUWLmw1C_8zBHpI9k%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20230123125531%2C10500000645758%2C110.88.24.204%2C20230123125531%2CUmai%3ACHAN%2F3745033%40BESTV.STA.SMG%2C1000100070131520230123125531%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2OwQ6CMAyG32bHRZYJeNgJY2Ji8AB6NXUrSChsbmDi2wuTW9vv_9J_8qDxfFTjTMQCvkurBNNA1I1tac2K7lXxEBlPZM6FlHzP6tU5EbRqF6PlPDzRb8viVeg_nUZlQsMdwXf2xIPr4nzztGGG9fY7STMpUymSNMkPbFqvNYR-IewFobCDA4_mYtsoqAYoIHOge2ixhAH_5aN39WZp8gOe0tSm1QAAAA
宁德新闻综合频道,rtsp://27.148.240.189/PLTV/88888888/224/3221226285/10000100000000060000000001158538_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7E7E4-pxJ1Z2R5Jy-AmJKfng%7EV41H-c8kzSO9hrCbXBXUUo9sZcQEmEsAiOer0fPM7av5QYcqUFBRkMHr3-3BxIH9821eJ1FTOqQOtk0WKiRipTdk7GnBJpVBCJBj1kh34Gc%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210507121606%2C10500000308987%2C117.29.252.239%2C20210507121606%2CUmai%3ACHAN%2F3745033%40BESTV.STA.SMG%2C1000100036445520210507121606%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
漳州新闻综合频道,rtsp://27.148.240.189/PLTV/88888888/224/3221226280/10000100000000060000000001158525_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EDpAMcwSplNopC9npK74QGQ%7EZ9Au0jY7Pmld3bqXAQyRpUvf_IaRWzeFU6w3cyAXVc_5QYcqUFBRkMHr3-3BxIH9p-r43-wIQL4cIsKB-VRogXn8puBcfj7DijJSF-r-neU%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210607220850%2C10500000308987%2C120.43.104.205%2C20210607220850%2CUmai%3ACHAN%2F3745025%40BESTV.STA.SMG%2C1000100036445520210607220850%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
泉州综合频道,rtsp://27.148.240.189/PLTV/88888888/224/3221226286/10000100000000060000000001158539_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EDeSZdPWCVmNDEpJLYoXmng%7EV41H-c8kzSO9hrCbXBXUUo9sZcQEmEsAiOer0fPM7av5QYcqUFBRkMHr3-3BxIH9821eJ1FTOqQOtk0WKiRipTdk7GnBJpVBCJBj1kh34Gc%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210507121606%2C10500000308987%2C117.29.252.239%2C20210507121606%2CUmai%3ACHAN%2F3731531%40BESTV.STA.SMG%2C1000100036445520210507121606%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND

港澳台频道,#genre
凤凰卫视中文台,rtsp://27.148.240.189/PLTV/88888888/224/3221226148/10000100000000060000000000783423_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7Ekz_ENXGrcqZaFPWx3Kf9mA%7EZ9Au0jY7Pmld3bqXAQyRpUvf_IaRWzeFU6w3cyAXVc_5QYcqUFBRkMHr3-3BxIH9p-r43-wIQL4cIsKB-VRogXn8puBcfj7DijJSF-r-neU%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210607220850%2C10500000308987%2C120.43.104.205%2C20210607220850%2C10000100000000050000000000795358%2C1000100036445520210607220850%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
凤凰卫视中文台,rtsp://27.148.240.185/PLTV/88888888/224/3221226148/10000100000000060000000000783423_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ekz_ENXGrcqZaFPWx3Kf9mA%7Eu8K4JFG5Muye1JobvDOKD2_SlRiggcrbZAYtQDVhRA7A5W1F9N_PtmLmgeeDKUAXB6ahmTPDFplwA4el2dEl-O3ZOjtUWLmw1C_8zBHpI9k%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20230123125531%2C10500000645758%2C110.88.24.204%2C20230123125531%2C10000100000000050000000000795358%2C1000100070131520230123125531%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2OwQ6CMAyG32bHRZYJeNgJY2Ji8AB6NXUrSChsbmDi2wuTW9vv_9J_8qDxfFTjTMQCvkurBNNA1I1tac2K7lXxEBlPZM6FlHzP6tU5EbRqF6PlPDzRb8viVeg_nUZlQsMdwXf2xIPr4nzztGGG9fY7STMpUymSNMkPbFqvNYR-IewFobCDA4_mYtsoqAYoIHOge2ixhAH_5aN39WZp8gOe0tSm1QAAAA
凤凰卫视中文台,rtsp://27.148.240.181/PLTV/88888888/224/3221226148/10000100000000060000000000783423_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7Ekz_ENXGrcqZaFPWx3Kf9mA%7EsDx4GJd5Sr5pYevmmuSb7lMNRcJZ8QqTk0LBOVj9HXJh8P2i1kD4jcBarRb5k9Ns0ihfdocarYCdnvZkFLewLSW1aXqQA1I4x5-WRR-bsJk%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20230115200419%2C10500000044552%2C27.156.164.235%2C20230115200419%2C10000100000000050000000000795358%2C1000100009996820230115200419%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2
凤凰卫视中文台,http://221.7.175.154:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视中文台,http://218.206.193.218:8888/hls/66/index.m3u8
凤凰卫视中文台,http://116.77.33.98:44330/tsfile/live/faacts/1011_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰卫视中文台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=15
凤凰卫视中文台,http://bobohome.ignorelist.com:20247/fengshows?id=2.m3u8
凤凰卫视资讯台,rtsp://27.148.240.189/PLTV/88888888/224/3221226149/10000100000000060000000000783420_0.smil?rrsip=27.148.240.138&zoneoffset=480&icpid=bestv&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&GuardEncType=2&accountinfo=%7E%7EV2.0%7EZmOoP2nwQpuDraQoJdP1BA%7EZ9Au0jY7Pmld3bqXAQyRpUvf_IaRWzeFU6w3cyAXVc_5QYcqUFBRkMHr3-3BxIH9p-r43-wIQL4cIsKB-VRogXn8puBcfj7DijJSF-r-neU%7EExtInfoWNHSPSTb%2B3AG0FnUkYLPMw%3D%3D%3A20210607220850%2C10500000308987%2C120.43.104.205%2C20210607220850%2C10000100000000050000000000795353%2C1000100036445520210607220850%2C-1%2C0%2C1%2C%2C%2C7%2C%2C%2C%2C4%2CEND
凤凰卫视资讯台,http://221.7.175.154:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视资讯台,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视资讯台,http://bobohome.ignorelist.com:20247/fengshows?id=1.m3u8
凤凰卫视香港台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=fhhk
凤凰卫视香港台,http://bobohome.ignorelist.com:20247/fengshows?id=3.m3u8
凤凰卫视香港台,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8
翡翠台,http://211.97.63.3:3443/hls/541/index.m3u8
翡翠台,http://120.198.95.220:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1
翡翠台,http://120.198.95.220:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
翡翠台,http://play.wenxiang.cn/live/e240363d284b6f41fcb7136eef507ef6.flv
翡翠台,https://cdn3.indevs.in/stream/live/hlt/
翡翠台,https://cdn3.indevs.in/stream/live/jade/
翡翠台,https://cdn3.indevs.in/stream/tvb/fct/
明珠台,http://183.237.95.108:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
明珠台,http://120.198.84.146:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0
明珠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23
明珠台,https://cdn3.indevs.in/stream/tvb/mzt/
有线新闻台,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u
无线新闻台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21
无线星河台,http://183.237.95.108:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
无线星河台,http://120.198.95.220:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
无线星河台,http://120.198.95.220:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&down=1
无线星河台,https://cdn3.indevs.in/stream/live/tvbxh/
无线星河台,https://10.fast.hidns.vip/163189/xinghe/
凤凰电影台,http://221.7.175.154:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰电影台,http://221.7.175.154:8445/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
Viu TV,https://10.fast.hidns.vip/163189/viu/
美亚电影台,http://173.208.234.146/live/mymovie.m3u8
人间卫视,http://las.aptv168.com:8084/channel/7ed5b6d3/index.m3u8
寰宇新闻,http://222.128.55.152:9080/live/hy.m3u8
寰宇新闻,http://jnzq.ohoyee.com:9080/live/xiangjiaoge-hyxw.m3u8
寰宇新闻,http://las.aptv168.com:8084/channel/n4da4274/index.m3u8
寰宇新闻,https://8.fast.hidns.vip/163189/lhjd
龙华偶像,https://8.fast.hidns.vip/163189/lhox
龙华戏剧,https://8.fast.hidns.vip/163189/lhxj
龙华经典,https://8.fast.hidns.vip/163189/lhjd
龙华洋片,https://8.fast.hidns.vip/163189/lhyp
龙华日韩,https://8.fast.hidns.vip/163189/lhrh
龙华电影,https://8.fast.hidns.vip/163189/lhdy
台视新闻台,http://222.128.55.152:9080/live/ts.m3u8
台视新闻台,http://220.135.241.47:8314/0.ts
台视新闻台,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻台,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台视新闻台,http://38.64.72.148:80/hls/modn/list/4013/playlist.m3u8
天映频道,http://rihou.cc:555/tv/[SX]天映频道
天映频道,http://rihou.cc:555/tv/[SX]天映经典
天映频道,http://120.198.95.220:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
天映频道,http://120.198.95.220:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&down=1
天映频道,https://cdn3.indevs.in/stream/live/typd/
天映经典,https://10.fast.hidns.vip/163189/ccm/
天映经典,https://cdn3.indevs.in/stream/live/ccm/
龙华卡通,https://8.fast.hidns.vip/163189/lhkt
中天新闻,rtmp://47.238.2.198/live/888ztxw
中天新闻,http://111.0.115.129:8081/live/000ztxw.m3u8
中天新闻,http://222.128.55.152:9080/live/fc.m3u8
中天新闻,http://iactive-clink.com:8081/live/111ztxw.m3u8
中天新闻,http://jnzq.ohoyee.com:9080/live/332123-ztxw2.m3u8
中天新闻,http://las.aptv168.com:8084/channel/3824d067/index.m3u8
中天新闻,https://d2jc41c1shgcol.cloudfront.net/live/CtiNEWS1/playlist.m3u8
中天新闻,http://173.208.234.146/live/ctinews.m3u8
Viu TV6,https://10.fast.hidns.vip/163189/viu6/
TVB频道,http://120.238.94.82:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
本港台,http://120.198.84.146:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
TVBPLUS,http://play.wenxiang.cn/live/5ec77f27f37babab48d60b879fde862a.flv
TVBPLUS,https://cdn3.indevs.in/stream/tvb/tvbp/
千禧经典台,https://cdn3.indevs.in/stream/live/tvbc/
翡翠台4K,https://cdn3.indevs.in/stream/tvb/fct4k/

影视频道,#genre
CHC家庭影院,http://120.238.94.82:9901/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://183.237.95.108:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://112.66.102.205:8888/rtp/239.253.64.50:5140
CHC家庭影院,http://112.66.103.188:8888/rtp/239.253.64.50:5140
CHC家庭影院,http://106.59.3.228:55555/rtp/239.200.201.30:8140
CHC家庭影院,http://106.59.2.152:55555/rtp/239.200.201.30:8140
CHC家庭影院,http://117.12.151.124:4022/rtp/225.1.1.213:5002
CHC家庭影院,http://183.222.206.14:8096/udp/239.94.1.173:5140
CHC家庭影院,http://39.77.22.26:4002/rtp/239.253.254.152:8000
CHC家庭影院,http://39.77.26.75:4002/rtp/239.253.254.152:8000
CHC家庭影院,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chcjt
CHC家庭影院,http://222.130.32.241:7788/644368373
CHC家庭影院,http://59.110.175.70:10000/644368373
CHC家庭影院,http://110.154.192.90:7788/644368373
CHC家庭影院,http://116.52.173.236:1234/644368373
